,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,generated,solution,hexsha,prompt,correctness,id
210,210,210,210,number,number,196eddfafd2d46c55f2c0ee864b90bcea2e010a9,"<fim_prefix>type FormatType = 'money' | 'cn_money'

class Num {
  private v!: number

  private static numberFmt = new Intl.NumberFormat('zh-Hans-CN', {
    maximumFractionDigits: 2
  })

  private money(money, decimal?) {
    if (!money) return '0'
    let [intPart, decPart = ''] = String(money).split('.')
    const len = intPart.length - 1
    let arr: string[] = []
    intPart
      .split('')
      .reverse()
      .forEach((item, index) => {
        arr.push(item)
        if (index && (index + 1) % 3 === 0 && index !== len) {
          arr.push(',')
        }
      })
    let result = arr.reverse().join('')
    if(decimal) {
      decPart = decPart?.substring(0, decimal)
      result = `${result}.${decPart.padEnd(decimal, '0')}`
    }else {
      decPart ? result = `${result}.${decPart}` : void 0
    }
    return result
  }

  private cn_money(money) {
    const CN_NUMS = ['零', '壹', '贰', '叁', '肆', '伍', '陆', '柒', '捌', '玖']
    const CN_INT_RADICE = ['', '拾', '佰', '仟']
    const CN_INT_UNITS = ['', '万', '亿', '兆']
    const CN_DEC_UNITS = ['角', '分', '毫', '厘']
    let result = ''
    if (!money) return '零元整'
    if (money >= 999999999999999.9999) return ''
    const [intPart, decPart] = String(+money.toFixed(4)).split('.')
    if (parseInt(intPart, 10) > 0) {
      let count = 0
      const IntLen = intPart.length
      for (let i = 0; i < IntLen; i++) {
        let n = intPart.substring(i, i + 1)
        let p = IntLen - i - 1
        let q = p / 4
        let m = p % 4
        if (n === '0') {
          count++
        } else {
          if (count > 0) {
            result += CN_NUMS[0]
          }
          count = 0
          result += CN_NUMS[parseInt(n)] + CN_INT_RADICE[m]
        }
        if (m === 0 && count < 4) {
          result += CN_INT_UNITS[q]
        }
      }
      result = `${result}元`
    }
    if (decPart) {
      const decLen = decPart.length
      for (let i = 0; i < decLen; i++) {
        let n = decPart.substring(i, i + 1)
        if (n !== '0') result += CN_NUMS[Number(n)] + CN_DEC_UNITS[i]
      }
    } else {
      result = `${result}整`
    }
    return result
  }

  constructor(n) {
    this.v = n
  }

  /**
   * 将数字格式化
   * @param type 格式化类型
   * @param decimal 小数位数
   */
  format(type, decimal?) {
    return this[type](this.v, decimal)
  }

  /**
   * 指定数字最大保留几位小数点
   * @param n 位数
   */
  fixed(n) {
    const { v } = this
    return +v.toFixed(n)
  }

  /**
   * 遍历数字
  */
   each(fn) {
    const { v } = this
    for(let i = 1; i <= v; i++) {
      fn(i)
    }
  }
}

interface N {
  (n)
}

/**
 * 包裹一个数字以方便
 * @param n 数字
 */
export const n = <N>function n(n: <fim_suffix>) {
  return new Num(n)
}
<fim_middle>",correct,135
211,211,211,211,number,number,196eddfafd2d46c55f2c0ee864b90bcea2e010a9,"<fim_prefix>type FormatType = 'money' | 'cn_money'

class Num {
  private v!: number

  private static numberFmt = new Intl.NumberFormat('zh-Hans-CN', {
    maximumFractionDigits: 2
  })

  private money(money, decimal?) {
    if (!money) return '0'
    let [intPart, decPart = ''] = String(money).split('.')
    const len = intPart.length - 1
    let arr: string[] = []
    intPart
      .split('')
      .reverse()
      .forEach((item, index) => {
        arr.push(item)
        if (index && (index + 1) % 3 === 0 && index !== len) {
          arr.push(',')
        }
      })
    let result = arr.reverse().join('')
    if(decimal) {
      decPart = decPart?.substring(0, decimal)
      result = `${result}.${decPart.padEnd(decimal, '0')}`
    }else {
      decPart ? result = `${result}.${decPart}` : void 0
    }
    return result
  }

  private cn_money(money) {
    const CN_NUMS = ['零', '壹', '贰', '叁', '肆', '伍', '陆', '柒', '捌', '玖']
    const CN_INT_RADICE = ['', '拾', '佰', '仟']
    const CN_INT_UNITS = ['', '万', '亿', '兆']
    const CN_DEC_UNITS = ['角', '分', '毫', '厘']
    let result = ''
    if (!money) return '零元整'
    if (money >= 999999999999999.9999) return ''
    const [intPart, decPart] = String(+money.toFixed(4)).split('.')
    if (parseInt(intPart, 10) > 0) {
      let count = 0
      const IntLen = intPart.length
      for (let i = 0; i < IntLen; i++) {
        let n = intPart.substring(i, i + 1)
        let p = IntLen - i - 1
        let q = p / 4
        let m = p % 4
        if (n === '0') {
          count++
        } else {
          if (count > 0) {
            result += CN_NUMS[0]
          }
          count = 0
          result += CN_NUMS[parseInt(n)] + CN_INT_RADICE[m]
        }
        if (m === 0 && count < 4) {
          result += CN_INT_UNITS[q]
        }
      }
      result = `${result}元`
    }
    if (decPart) {
      const decLen = decPart.length
      for (let i = 0; i < decLen; i++) {
        let n = decPart.substring(i, i + 1)
        if (n !== '0') result += CN_NUMS[Number(n)] + CN_DEC_UNITS[i]
      }
    } else {
      result = `${result}整`
    }
    return result
  }

  constructor(n) {
    this.v = n
  }

  /**
   * 将数字格式化
   * @param type 格式化类型
   * @param decimal 小数位数
   */
  format(type, decimal?: <fim_suffix>) {
    return this[type](this.v, decimal)
  }

  /**
   * 指定数字最大保留几位小数点
   * @param n 位数
   */
  fixed(n) {
    const { v } = this
    return +v.toFixed(n)
  }

  /**
   * 遍历数字
  */
   each(fn) {
    const { v } = this
    for(let i = 1; i <= v; i++) {
      fn(i)
    }
  }
}

interface N {
  (n)
}

/**
 * 包裹一个数字以方便
 * @param n 数字
 */
export const n = <N>function n(n) {
  return new Num(n)
}
<fim_middle>",correct,140
212,212,212,212,offsets,offsets,bf991cf13e41beda6a1e948184ea7f39b759886d,"<fim_prefix>interface offsets {
  vertical: number
  horizontal: number
}
export function measureOffsets (
  text,
  fontFamily,
  fontSize,
  createCanvas
): <fim_suffix> {
  const canvas = createCanvas()
  const ctx = canvas.getContext('2d')
  ctx.font = `${fontSize}px ${fontFamily}`

  canvas.width = 2 * ctx.measureText(text).width
  canvas.height = 2 * fontSize
  ctx.font = `${fontSize}px ${fontFamily}`
  canvas.width = 2 * ctx.measureText(text).width
  canvas.height = 2 * fontSize

  ctx.font = `${fontSize}px ${fontFamily}`
  ctx.textBaseline = 'alphabetic'
  ctx.textAlign = 'center'
  ctx.fillStyle = 'white'
  ctx.fillText(text, canvas.width / 2, canvas.height / 2)

  const data = ctx.getImageData(0, 0, canvas.width, canvas.height).data

  let textTop = 0
  let textBottom = 0
  for (let y = 0; y <= canvas.height; y++) {
    for (let x = 0; x <= canvas.width; x++) {
      const rIndex = 4 * (canvas.width * y + x)
      const rValue = data[rIndex]
      if (rValue === 255) {
        if (textTop === 0) {
          textTop = y
        }
        textBottom = y
        break
      }
    }
  }
  const canvasHorizontalCenterLine = canvas.height / 2
  const textHorizontalCenterLine = (textBottom - textTop) / 2 + textTop

  let textLeft = 0
  let textRight = 0
  for (let x = 0; x <= canvas.width; x++) {
    for (let y = 0; y <= canvas.height; y++) {
      const rIndex = 4 * (canvas.width * y + x)
      const rValue = data[rIndex]

      if (rValue === 255) {
        if (textLeft === 0) {
          textLeft = x
        }
        textRight = x
        break
      }
    }
  }

  const canvasVerticalCenterLine = canvas.width / 2
  const textVerticalCenterLine = (textRight - textLeft) / 2 + textLeft

  return {
    vertical: canvasHorizontalCenterLine - textHorizontalCenterLine,
    horizontal: canvasVerticalCenterLine - textVerticalCenterLine
  }
}
<fim_middle>",correct,4433
213,213,213,213,string,string,56adb91b1ef4948b08a70815c7446daa4083f9e4,"<fim_prefix>export interface ElementUltraResolverOptions {
  /**
   * use commonjs lib & source css or scss for ssr
   */
  ssr?: boolean

  /**
   * auto import for directives
   *
   * @default true
   */
  directives?: boolean

  /**
   * exclude component name, if match do not resolve the name
   */
  exclude?: RegExp
}

type ElementUltraResolverOptionsResolved = Required<
  Omit<ElementUltraResolverOptions, 'exclude'>
> &
  Pick<ElementUltraResolverOptions, 'exclude'>

function getSideEffects(dirName) {
  const esComponentsFolder = '@element-ultra/components'
  return `${esComponentsFolder}/${dirName}/style/index`
}

function kebabCase(key) {
  const result = key.replace(/([A-Z])/g, ' $1').trim()
  return result.split(' ').join('-').toLowerCase()
}

function resolveComponent(name) {
  if (!name.match(/^El[A-Z]/)) return

  const partialName = kebabCase(name.slice(2)) // ElTableColumn -> table-column

  return {
    importName: name,
    path: `element-ultra`,
    sideEffects: getSideEffects(partialName),
  }
}

function resolveDirective(
  name,
  options
) {
  if (!options.directives) return

  const directives: Record<string, { importName: string; styleName: string }> =
    {
      Loading: { importName: 'ElLoadingDirective', styleName: 'loading' },
      Popover: { importName: 'ElPopoverDirective', styleName: 'popover' },
      InfiniteScroll: {
        importName: 'ElInfiniteScroll',
        styleName: 'infinite-scroll',
      },
    }

  const directive = directives[name]
  if (!directive) return

  return {
    importName: directive.importName,
    path: `element-ultra`,
    sideEffects: getSideEffects(directive.styleName),
  }
}

export function ElementUltraResolver(
  options = {}
) {
  let optionsResolved: ElementUltraResolverOptionsResolved

  async function resolveOptions() {
    if (optionsResolved) return optionsResolved
    optionsResolved = {
      ssr: false,
      directives: true,
      exclude: undefined,
      ...options,
    }
    return optionsResolved
  }

  return [
    {
      type: 'component',
      resolve: async (name) => {
        return resolveComponent(name)
      },
    },
    {
      type: 'directive',
      resolve: async (name: <fim_suffix>) => {
        return resolveDirective(name, await resolveOptions())
      },
    },
  ]
}
<fim_middle>",correct,22
214,214,214,214,string,string,56adb91b1ef4948b08a70815c7446daa4083f9e4,"<fim_prefix>export interface ElementUltraResolverOptions {
  /**
   * use commonjs lib & source css or scss for ssr
   */
  ssr?: boolean

  /**
   * auto import for directives
   *
   * @default true
   */
  directives?: boolean

  /**
   * exclude component name, if match do not resolve the name
   */
  exclude?: RegExp
}

type ElementUltraResolverOptionsResolved = Required<
  Omit<ElementUltraResolverOptions, 'exclude'>
> &
  Pick<ElementUltraResolverOptions, 'exclude'>

function getSideEffects(dirName) {
  const esComponentsFolder = '@element-ultra/components'
  return `${esComponentsFolder}/${dirName}/style/index`
}

function kebabCase(key) {
  const result = key.replace(/([A-Z])/g, ' $1').trim()
  return result.split(' ').join('-').toLowerCase()
}

function resolveComponent(name) {
  if (!name.match(/^El[A-Z]/)) return

  const partialName = kebabCase(name.slice(2)) // ElTableColumn -> table-column

  return {
    importName: name,
    path: `element-ultra`,
    sideEffects: getSideEffects(partialName),
  }
}

function resolveDirective(
  name,
  options
) {
  if (!options.directives) return

  const directives: Record<string, { importName: string; styleName: string }> =
    {
      Loading: { importName: 'ElLoadingDirective', styleName: 'loading' },
      Popover: { importName: 'ElPopoverDirective', styleName: 'popover' },
      InfiniteScroll: {
        importName: 'ElInfiniteScroll',
        styleName: 'infinite-scroll',
      },
    }

  const directive = directives[name]
  if (!directive) return

  return {
    importName: directive.importName,
    path: `element-ultra`,
    sideEffects: getSideEffects(directive.styleName),
  }
}

export function ElementUltraResolver(
  options = {}
) {
  let optionsResolved: ElementUltraResolverOptionsResolved

  async function resolveOptions() {
    if (optionsResolved) return optionsResolved
    optionsResolved = {
      ssr: false,
      directives: true,
      exclude: undefined,
      ...options,
    }
    return optionsResolved
  }

  return [
    {
      type: 'component',
      resolve: async (name: <fim_suffix>) => {
        return resolveComponent(name)
      },
    },
    {
      type: 'directive',
      resolve: async (name) => {
        return resolveDirective(name, await resolveOptions())
      },
    },
  ]
}
<fim_middle>",correct,23
215,215,215,215,string,string,56adb91b1ef4948b08a70815c7446daa4083f9e4,"<fim_prefix>export interface ElementUltraResolverOptions {
  /**
   * use commonjs lib & source css or scss for ssr
   */
  ssr?: boolean

  /**
   * auto import for directives
   *
   * @default true
   */
  directives?: boolean

  /**
   * exclude component name, if match do not resolve the name
   */
  exclude?: RegExp
}

type ElementUltraResolverOptionsResolved = Required<
  Omit<ElementUltraResolverOptions, 'exclude'>
> &
  Pick<ElementUltraResolverOptions, 'exclude'>

function getSideEffects(dirName) {
  const esComponentsFolder = '@element-ultra/components'
  return `${esComponentsFolder}/${dirName}/style/index`
}

function kebabCase(key) {
  const result = key.replace(/([A-Z])/g, ' $1').trim()
  return result.split(' ').join('-').toLowerCase()
}

function resolveComponent(name) {
  if (!name.match(/^El[A-Z]/)) return

  const partialName = kebabCase(name.slice(2)) // ElTableColumn -> table-column

  return {
    importName: name,
    path: `element-ultra`,
    sideEffects: getSideEffects(partialName),
  }
}

function resolveDirective(
  name: <fim_suffix>,
  options
) {
  if (!options.directives) return

  const directives: Record<string, { importName: string; styleName: string }> =
    {
      Loading: { importName: 'ElLoadingDirective', styleName: 'loading' },
      Popover: { importName: 'ElPopoverDirective', styleName: 'popover' },
      InfiniteScroll: {
        importName: 'ElInfiniteScroll',
        styleName: 'infinite-scroll',
      },
    }

  const directive = directives[name]
  if (!directive) return

  return {
    importName: directive.importName,
    path: `element-ultra`,
    sideEffects: getSideEffects(directive.styleName),
  }
}

export function ElementUltraResolver(
  options = {}
) {
  let optionsResolved: ElementUltraResolverOptionsResolved

  async function resolveOptions() {
    if (optionsResolved) return optionsResolved
    optionsResolved = {
      ssr: false,
      directives: true,
      exclude: undefined,
      ...options,
    }
    return optionsResolved
  }

  return [
    {
      type: 'component',
      resolve: async (name) => {
        return resolveComponent(name)
      },
    },
    {
      type: 'directive',
      resolve: async (name) => {
        return resolveDirective(name, await resolveOptions())
      },
    },
  ]
}
<fim_middle>",correct,28
216,216,216,216,string,string,56adb91b1ef4948b08a70815c7446daa4083f9e4,"<fim_prefix>export interface ElementUltraResolverOptions {
  /**
   * use commonjs lib & source css or scss for ssr
   */
  ssr?: boolean

  /**
   * auto import for directives
   *
   * @default true
   */
  directives?: boolean

  /**
   * exclude component name, if match do not resolve the name
   */
  exclude?: RegExp
}

type ElementUltraResolverOptionsResolved = Required<
  Omit<ElementUltraResolverOptions, 'exclude'>
> &
  Pick<ElementUltraResolverOptions, 'exclude'>

function getSideEffects(dirName) {
  const esComponentsFolder = '@element-ultra/components'
  return `${esComponentsFolder}/${dirName}/style/index`
}

function kebabCase(key) {
  const result = key.replace(/([A-Z])/g, ' $1').trim()
  return result.split(' ').join('-').toLowerCase()
}

function resolveComponent(name: <fim_suffix>) {
  if (!name.match(/^El[A-Z]/)) return

  const partialName = kebabCase(name.slice(2)) // ElTableColumn -> table-column

  return {
    importName: name,
    path: `element-ultra`,
    sideEffects: getSideEffects(partialName),
  }
}

function resolveDirective(
  name,
  options
) {
  if (!options.directives) return

  const directives: Record<string, { importName: string; styleName: string }> =
    {
      Loading: { importName: 'ElLoadingDirective', styleName: 'loading' },
      Popover: { importName: 'ElPopoverDirective', styleName: 'popover' },
      InfiniteScroll: {
        importName: 'ElInfiniteScroll',
        styleName: 'infinite-scroll',
      },
    }

  const directive = directives[name]
  if (!directive) return

  return {
    importName: directive.importName,
    path: `element-ultra`,
    sideEffects: getSideEffects(directive.styleName),
  }
}

export function ElementUltraResolver(
  options = {}
) {
  let optionsResolved: ElementUltraResolverOptionsResolved

  async function resolveOptions() {
    if (optionsResolved) return optionsResolved
    optionsResolved = {
      ssr: false,
      directives: true,
      exclude: undefined,
      ...options,
    }
    return optionsResolved
  }

  return [
    {
      type: 'component',
      resolve: async (name) => {
        return resolveComponent(name)
      },
    },
    {
      type: 'directive',
      resolve: async (name) => {
        return resolveDirective(name, await resolveOptions())
      },
    },
  ]
}
<fim_middle>",correct,30
217,217,217,217,string,string,5e419a4136fb3538201beb1ba127f65816d4e1af,"<fim_prefix>/**
 * This is the sightseeings dataset for CHINADLE.
 *
 * https://github.com/z0gSh1u/chinadle
 */

// prettier-ignore
type ChinaProvinceOrCity =
  | '北京市'  | '广东省'
  | '山东省'  | '江苏省'
  | '河南省'  | '上海市'
  | '河北省'  | '浙江省'
  | '香港特别行政区'
  | '陕西省'  | '湖南省'
  | '重庆市'  | '福建省'
  | '天津市'  | '云南省'
  | '四川省'  | '广西壮族自治区'
  | '安徽省'  | '海南省'
  | '江西省'  | '湖北省'
  | '山西省'  | '辽宁省'
  | '黑龙江'  | '内蒙古自治区'
  | '澳门特别行政区'
  | '贵州省'  | '甘肃省'
  | '青海省'  | '新疆维吾尔自治区'
  | '西藏自治区'  | '吉林省'
  | '宁夏回族自治区'
  | '台湾'

export interface Sight {
  name: string
  coord: {
    lon: number
    lat: number
  }
  belong: ChinaProvinceOrCity
  brief: string
}

function makeSight(
  name,
  coord,
  belong,
  brief: <fim_suffix>
) {
  const _coord = coord.split(',').map(parseFloat)
  return {
    name,
    coord: {
      lon: _coord[0],
      lat: _coord[1],
    },
    belong,
    brief,
  } as Sight
}

export const ChinaSights: Sight[] = [
  makeSight(
    '泰山',
    '117.094738,36.269893',
    '山东省',
    '“直通帝座”的天堂，百姓崇拜，帝王告祭的神山。'
  ),

  makeSight(
    '黄山',
    '118.168089,30.13039',
    '安徽省',
    '被联合国教科文组织公布为世界地质公园。'
  ),

  makeSight(
    '长白山',
    '128.083986,42.066898',
    '吉林省',
    '中国满族的发祥地和满族文化圣山。'
  ),

  makeSight(
    '日月潭',
    '120.911881,23.854467',
    '台湾',
    '北半湖形状如圆日，南半湖形状如弯月。'
  ),

  makeSight(
    '故宫',
    '116.403414,39.924091',
    '北京市',
    '明清两代的皇家宫殿，旧称紫禁城。'
  ),

  makeSight(
    '黄鹤楼',
    '114.309043,30.550317',
    '湖北省',
    '因唐代诗人崔颢登楼所题《黄鹤楼》一诗而名扬四海。'
  ),

  makeSight(
    '黄果树瀑布',
    '105.679142,25.985778',
    '贵州省',
    '世界上最大的瀑布群'
  ),

  makeSight('秦始皇兵马俑', '109.2851,34.389417', '陕西省', '世界第八大奇迹'),

  makeSight(
    '武夷山',
    '117.963042,27.668108',
    '福建省',
    '典型的丹霞地貌，《世界遗产名录》'
  ),

  makeSight(
    '九寨沟',
    '103.921224,33.163223',
    '四川省',
    '中国第一个以保护自然风景为主要目的的自然保护区'
  ),

  makeSight(
    '布达拉宫',
    '91.125038,29.660346',
    '西藏自治区',
    '吐蕃王朝赞普松赞干布为迎娶文成公主而兴建。'
  ),

  makeSight(
    '东方明珠',
    '121.506379,31.245414',
    '上海市',
    '集都市观光、时尚餐饮、购物娱乐、历史陈列、浦江游览、会展演出、广播电视发射等多功能于一体的上海市标志性建筑之一。'
  ),

  makeSight(
    '井冈山',
    '114.143789,26.636167',
    '江西省',
    '开创了中国第一个农村革命根据地。'
  ),

  makeSight(
    '滕王阁',
    '115.887675,28.687376',
    '江西省',
    '滕王高阁临江渚，佩玉鸣鸾罢歌舞。阁中帝子今何在？槛外长江空自流。'
  ),

  makeSight(
    '天坛',
    '116.417246,39.888243',
    '北京市',
    '天坛公园在明、清两代是帝王祭祀皇天、祈五谷丰登之场所。'
  ),

  makeSight(
    '张家界',
    '110.441345,29.321096',
    '湖南省',
    '中国第一个国家森林公园。'
  ),

  makeSight(
    '鼓浪屿',
    '118.073467,24.450968',
    '福建省',
    '国家5A级旅游景区、全国重点文物保护单位。'
  ),
  
  makeSight(
    '丽江古城',
    '100.242047,26.876464',
    '云南省',
    '街道依山傍水修建，以红色角砾岩铺就。'
  ),

  makeSight(
    '天山天池',
    '88.135728,43.8873826',
    '新疆维吾尔自治区',
    '联合国教科文组织世界遗产名录。'
  ),

  makeSight(
    '中山陵',
    '118.861453,32.059739',
    '江苏省',
    '中国近代伟大的民主革命先行者孙中山先生的陵寝及其附属纪念建筑群。'
  ),
]
<fim_middle>",correct,44
218,218,218,218,string,string,5e419a4136fb3538201beb1ba127f65816d4e1af,"<fim_prefix>/**
 * This is the sightseeings dataset for CHINADLE.
 *
 * https://github.com/z0gSh1u/chinadle
 */

// prettier-ignore
type ChinaProvinceOrCity =
  | '北京市'  | '广东省'
  | '山东省'  | '江苏省'
  | '河南省'  | '上海市'
  | '河北省'  | '浙江省'
  | '香港特别行政区'
  | '陕西省'  | '湖南省'
  | '重庆市'  | '福建省'
  | '天津市'  | '云南省'
  | '四川省'  | '广西壮族自治区'
  | '安徽省'  | '海南省'
  | '江西省'  | '湖北省'
  | '山西省'  | '辽宁省'
  | '黑龙江'  | '内蒙古自治区'
  | '澳门特别行政区'
  | '贵州省'  | '甘肃省'
  | '青海省'  | '新疆维吾尔自治区'
  | '西藏自治区'  | '吉林省'
  | '宁夏回族自治区'
  | '台湾'

export interface Sight {
  name: string
  coord: {
    lon: number
    lat: number
  }
  belong: ChinaProvinceOrCity
  brief: string
}

function makeSight(
  name,
  coord: <fim_suffix>,
  belong,
  brief
) {
  const _coord = coord.split(',').map(parseFloat)
  return {
    name,
    coord: {
      lon: _coord[0],
      lat: _coord[1],
    },
    belong,
    brief,
  } as Sight
}

export const ChinaSights: Sight[] = [
  makeSight(
    '泰山',
    '117.094738,36.269893',
    '山东省',
    '“直通帝座”的天堂，百姓崇拜，帝王告祭的神山。'
  ),

  makeSight(
    '黄山',
    '118.168089,30.13039',
    '安徽省',
    '被联合国教科文组织公布为世界地质公园。'
  ),

  makeSight(
    '长白山',
    '128.083986,42.066898',
    '吉林省',
    '中国满族的发祥地和满族文化圣山。'
  ),

  makeSight(
    '日月潭',
    '120.911881,23.854467',
    '台湾',
    '北半湖形状如圆日，南半湖形状如弯月。'
  ),

  makeSight(
    '故宫',
    '116.403414,39.924091',
    '北京市',
    '明清两代的皇家宫殿，旧称紫禁城。'
  ),

  makeSight(
    '黄鹤楼',
    '114.309043,30.550317',
    '湖北省',
    '因唐代诗人崔颢登楼所题《黄鹤楼》一诗而名扬四海。'
  ),

  makeSight(
    '黄果树瀑布',
    '105.679142,25.985778',
    '贵州省',
    '世界上最大的瀑布群'
  ),

  makeSight('秦始皇兵马俑', '109.2851,34.389417', '陕西省', '世界第八大奇迹'),

  makeSight(
    '武夷山',
    '117.963042,27.668108',
    '福建省',
    '典型的丹霞地貌，《世界遗产名录》'
  ),

  makeSight(
    '九寨沟',
    '103.921224,33.163223',
    '四川省',
    '中国第一个以保护自然风景为主要目的的自然保护区'
  ),

  makeSight(
    '布达拉宫',
    '91.125038,29.660346',
    '西藏自治区',
    '吐蕃王朝赞普松赞干布为迎娶文成公主而兴建。'
  ),

  makeSight(
    '东方明珠',
    '121.506379,31.245414',
    '上海市',
    '集都市观光、时尚餐饮、购物娱乐、历史陈列、浦江游览、会展演出、广播电视发射等多功能于一体的上海市标志性建筑之一。'
  ),

  makeSight(
    '井冈山',
    '114.143789,26.636167',
    '江西省',
    '开创了中国第一个农村革命根据地。'
  ),

  makeSight(
    '滕王阁',
    '115.887675,28.687376',
    '江西省',
    '滕王高阁临江渚，佩玉鸣鸾罢歌舞。阁中帝子今何在？槛外长江空自流。'
  ),

  makeSight(
    '天坛',
    '116.417246,39.888243',
    '北京市',
    '天坛公园在明、清两代是帝王祭祀皇天、祈五谷丰登之场所。'
  ),

  makeSight(
    '张家界',
    '110.441345,29.321096',
    '湖南省',
    '中国第一个国家森林公园。'
  ),

  makeSight(
    '鼓浪屿',
    '118.073467,24.450968',
    '福建省',
    '国家5A级旅游景区、全国重点文物保护单位。'
  ),
  
  makeSight(
    '丽江古城',
    '100.242047,26.876464',
    '云南省',
    '街道依山傍水修建，以红色角砾岩铺就。'
  ),

  makeSight(
    '天山天池',
    '88.135728,43.8873826',
    '新疆维吾尔自治区',
    '联合国教科文组织世界遗产名录。'
  ),

  makeSight(
    '中山陵',
    '118.861453,32.059739',
    '江苏省',
    '中国近代伟大的民主革命先行者孙中山先生的陵寝及其附属纪念建筑群。'
  ),
]
<fim_middle>",correct,46
219,219,219,219,unknown,unknown,334799763d7d1337e3c485d09fc1b22e9544bfe9,"<fim_prefix>const MAGIC_DATA_TOKEN = ""__context_container__"";
const VERSION = ""1.0.0"";

/**
 * All the data of our context is stored inside a property with a
 * long name that starts and ends with two underscores.
 * This is to indicate that the context data should never be accessed directly.
 */
export type Context = { [MAGIC_DATA_TOKEN]: unknown };

/**
 * We deliberately did not make the key of type 'string', to encourage the
 * use of the createKey. The createKey function ensures a better naming
 * convention by splitting the key into 3 parts: namespace, hook name, and
 * a name for the state.
 */
export type Key = unknown;

/**
 * Holds the created keys to warn about duplications
 */
const usedKeys = new Set<Key>();

/**
 * Use this function to create a distinguishable
 * key for a contextual state.
 */
export const createKey = (
  namespace,
  hook,
  name
) => {
  const key = `${namespace}/${hook}/${name}`;
  if (usedKeys.has(key)) {
    throw new Error(
      `The context key '${key}' is already created somewhere else`
    );
  }
  usedKeys.add(key);
  return key;
};

/**
 * Checks if the provided value is a valid context object.
 */
export const isContext = (value: <fim_suffix>) => {
  return !!(value as Context)[MAGIC_DATA_TOKEN];
};

/**
 * Major hook that can be used to:
 * - create a new context
 * - create a fork of a context
 * - get or initialize a contextual state
 */
export const useContext = (context?) => {
  let map: Map<Key, unknown>;

  if (context) {
    map = context[MAGIC_DATA_TOKEN] as Map<Key, unknown>;
    if (!map) {
      throw ""An invalid context object has been provided"";
    }
  } else {
    map = new Map();
    context = {
      [MAGIC_DATA_TOKEN]: map,
      __context_version__: VERSION,
    } as Context;
  }

  return {
    /**
     * The current context object.
     */
    context,

    /**
     * Returns TRUE if the specified key is not used in the context yet.
     */
    isAvailable(key) {
      return map.has(key);
    },

    /**
     * Accesses the contextual state related to the specified key.
     * If the state does not exist yet, the result of the initializer
     * will be set and returned.
     */
    use<T>(key, initializer?) {
      if (map.has(key)) {
        return map.get(key) as T;
      }

      if (!initializer) {
        throw `No context data available for '${key}'`;
      }

      const value = initializer();
      map.set(key, value);
      return value;
    },

    /**
     * Makes a fork of the current context.
     * The forked context allows you to keep access to the states
     * of the current context, but newly initialized states, created
     * in the forked context, are not seen by hooks using the current context.
     */
    fork() {
      return {
        ...context,
        [MAGIC_DATA_TOKEN]: new Map(map),
      } as Context;
    },
  };
};
<fim_middle>",correct,205
