,table_len,seed,is_correct,first_or_last_match,out,gold,func(n),earliest_layer
64,3,3,True,NA,b,b,14,18
65,3,3,True,NA,b,b,15,18
66,3,3,False,Neither_False_Task,d,b,16,17
67,3,3,True,NA,b,b,17,18
68,3,3,False,Match_First_Digit_False_Task,a,b,18,10
69,3,3,False,Match_First_Digit_False_Task,a,b,19,10
70,3,3,False,Match_First_Digit_False_Task,c,b,20,18
71,3,3,False,Match_First_Digit_False_Task,c,b,21,18
72,3,3,False,Match_First_Digit_False_Task,c,b,22,18
73,3,3,False,Match_First_Digit_False_Task,c,b,23,18
74,3,3,False,Match_First_Digit_False_Task,c,b,24,18
75,3,3,False,Match_First_Digit_False_Task,c,b,25,18
76,3,3,False,Match_First_Digit_False_Task,c,b,26,18
77,3,3,False,Match_First_Digit_False_Task,c,b,27,18
78,3,3,False,Match_First_Digit_False_Task,c,b,28,18
79,3,3,False,Match_First_Digit_False_Task,c,b,29,18
80,3,3,True,NA,b,b,30,18
81,3,3,True,NA,b,b,31,18
82,3,3,True,NA,b,b,32,18
83,3,3,True,NA,b,b,33,18
84,3,3,True,NA,b,b,34,18
85,3,3,True,NA,b,b,35,18
86,3,3,True,NA,b,b,36,18
87,3,3,True,NA,b,b,37,18
88,3,3,True,NA,b,b,38,18
89,3,3,True,NA,b,b,39,18
90,3,3,True,NA,b,b,40,18
91,3,3,True,NA,b,b,41,18
92,3,3,True,NA,b,b,42,18
93,3,3,True,NA,b,b,43,18
94,3,3,True,NA,b,b,44,18
95,3,3,True,NA,b,b,45,18
96,3,3,True,NA,b,b,46,18
97,3,3,True,NA,b,b,47,18
98,3,3,True,NA,b,b,48,18
99,3,3,True,NA,b,b,49,18
100,3,4,True,NA,d,d,0,12
101,3,4,True,NA,b,b,1,18
102,3,4,True,NA,a,a,2,10
103,3,4,True,NA,c,c,3,18
104,3,4,True,NA,c,c,4,18
105,3,4,True,NA,c,c,5,18
106,3,4,True,NA,c,c,6,18
107,3,4,True,NA,c,c,7,18
108,3,4,True,NA,c,c,8,18
109,3,4,True,NA,c,c,9,18
110,3,4,True,NA,c,c,10,18
111,3,4,True,NA,c,c,11,18
112,3,4,True,NA,c,c,12,18
113,3,4,True,NA,c,c,13,18
114,3,4,True,NA,c,c,14,18
115,3,4,True,NA,c,c,15,18
116,3,4,False,Neither_False_Task,d,c,16,17
117,3,4,True,NA,c,c,17,18
118,3,4,True,NA,c,c,18,18
119,3,4,True,NA,c,c,19,18
120,3,4,False,Match_First_Digit_False_Task,a,c,20,10
121,3,4,False,Match_First_Digit_False_Task,a,c,21,10
122,3,4,False,Match_First_Digit_False_Task,a,c,22,10
123,3,4,False,Match_First_Digit_False_Task,a,c,23,10
124,3,4,False,Match_First_Digit_False_Task,a,c,24,10
125,3,4,False,Match_First_Digit_False_Task,a,c,25,10
126,3,4,False,Match_First_Digit_False_Task,a,c,26,10
127,3,4,False,Match_First_Digit_False_Task,a,c,27,10
128,3,4,False,Match_First_Digit_False_Task,a,c,28,10
129,3,4,False,Match_First_Digit_False_Task,a,c,29,10
130,3,4,True,NA,c,c,30,18
131,3,4,True,NA,c,c,31,18
132,3,4,True,NA,c,c,32,18
133,3,4,True,NA,c,c,33,18
134,3,4,True,NA,c,c,34,18
135,3,4,True,NA,c,c,35,18
136,3,4,True,NA,c,c,36,18
137,3,4,True,NA,c,c,37,18
138,3,4,True,NA,c,c,38,18
139,3,4,True,NA,c,c,39,18
140,3,4,True,NA,c,c,40,18
141,3,4,True,NA,c,c,41,18
142,3,4,True,NA,c,c,42,18
143,3,4,True,NA,c,c,43,18
144,3,4,True,NA,c,c,44,18
145,3,4,True,NA,c,c,45,18
146,3,4,True,NA,c,c,46,18
147,3,4,True,NA,c,c,47,18
148,3,4,True,NA,c,c,48,18
149,3,4,True,NA,c,c,49,18
150,3,5,True,NA,d,d,0,12
151,3,5,True,NA,b,b,1,18
152,3,5,True,NA,a,a,2,10
153,3,5,True,NA,c,c,3,18
154,3,5,True,NA,c,c,4,18
155,3,5,True,NA,c,c,5,18
156,3,5,True,NA,c,c,6,18
157,3,5,True,NA,c,c,7,18
158,3,5,True,NA,c,c,8,18
159,3,5,True,NA,c,c,9,18
160,3,5,True,NA,c,c,10,18
161,3,5,True,NA,c,c,11,18
162,3,5,True,NA,c,c,12,18
163,3,5,True,NA,c,c,13,18
164,3,5,True,NA,c,c,14,18
165,3,5,True,NA,c,c,15,18
166,3,5,True,NA,c,c,16,18
167,3,5,True,NA,c,c,17,18
168,3,5,True,NA,c,c,18,18
169,3,5,True,NA,c,c,19,18
170,3,5,False,Match_First_Digit_False_Task,a,c,20,10
171,3,5,False,Match_First_Digit_False_Task,a,c,21,10
172,3,5,False,Match_First_Digit_False_Task,a,c,22,10
173,3,5,True,NA,c,c,23,18
174,3,5,False,Match_First_Digit_False_Task,a,c,24,10
175,3,5,False,Match_First_Digit_False_Task,a,c,25,10
176,3,5,False,Match_First_Digit_False_Task,a,c,26,10
177,3,5,False,Match_First_Digit_False_Task,a,c,27,10
178,3,5,False,Match_First_Digit_False_Task,a,c,28,10
179,3,5,False,Match_First_Digit_False_Task,a,c,29,10
180,3,5,True,NA,c,c,30,18
181,3,5,True,NA,c,c,31,18
182,3,5,True,NA,c,c,32,18
183,3,5,True,NA,c,c,33,18
184,3,5,True,NA,c,c,34,18
185,3,5,True,NA,c,c,35,18
186,3,5,True,NA,c,c,36,18
187,3,5,True,NA,c,c,37,18
188,3,5,True,NA,c,c,38,18
189,3,5,True,NA,c,c,39,18
190,3,5,True,NA,c,c,40,18
191,3,5,True,NA,c,c,41,18
192,3,5,True,NA,c,c,42,18
193,3,5,True,NA,c,c,43,18
194,3,5,True,NA,c,c,44,18
195,3,5,True,NA,c,c,45,18
196,3,5,True,NA,c,c,46,18
197,3,5,True,NA,c,c,47,18
198,3,5,True,NA,c,c,48,18
199,3,5,True,NA,c,c,49,18
200,3,6,True,NA,a,a,0,10
201,3,6,True,NA,d,d,1,12
202,3,6,True,NA,c,c,2,17
203,3,6,True,NA,b,b,3,18
204,3,6,True,NA,b,b,4,18
205,3,6,True,NA,b,b,5,18
206,3,6,True,NA,b,b,6,18
207,3,6,True,NA,b,b,7,18
208,3,6,True,NA,b,b,8,18
209,3,6,True,NA,b,b,9,18
210,3,6,True,NA,b,b,10,18
211,3,6,True,NA,b,b,11,18
212,3,6,True,NA,b,b,12,18
213,3,6,True,NA,b,b,13,18
214,3,6,True,NA,b,b,14,18
215,3,6,True,NA,b,b,15,18
216,3,6,False,Match_First_Digit_False_Task,d,b,16,17
217,3,6,True,NA,b,b,17,18
218,3,6,True,NA,b,b,18,18
219,3,6,True,NA,b,b,19,18
220,3,6,True,NA,b,b,20,18
221,3,6,True,NA,b,b,21,18
222,3,6,False,Match_First_Digit_False_Task,c,b,22,18
223,3,6,True,NA,b,b,23,18
224,3,6,True,NA,b,b,24,18
225,3,6,True,NA,b,b,25,18
226,3,6,False,Match_First_Digit_False_Task,c,b,26,18
227,3,6,True,NA,b,b,27,18
228,3,6,False,Match_First_Digit_False_Task,c,b,28,18
229,3,6,True,NA,b,b,29,18
230,3,6,True,NA,b,b,30,18
231,3,6,True,NA,b,b,31,18
232,3,6,True,NA,b,b,32,18
233,3,6,True,NA,b,b,33,18
234,3,6,True,NA,b,b,34,18
235,3,6,True,NA,b,b,35,18
236,3,6,True,NA,b,b,36,18
237,3,6,True,NA,b,b,37,18
238,3,6,True,NA,b,b,38,18
239,3,6,True,NA,b,b,39,18
240,3,6,True,NA,b,b,40,18
241,3,6,True,NA,b,b,41,18
242,3,6,True,NA,b,b,42,18
243,3,6,True,NA,b,b,43,18
244,3,6,True,NA,b,b,44,18
245,3,6,True,NA,b,b,45,18
246,3,6,True,NA,b,b,46,18
247,3,6,True,NA,b,b,47,18
248,3,6,True,NA,b,b,48,18
249,3,6,True,NA,b,b,49,18
250,3,7,True,NA,d,d,0,12
251,3,7,True,NA,a,a,1,10
252,3,7,True,NA,c,c,2,18
253,3,7,True,NA,b,b,3,18
254,3,7,True,NA,b,b,4,18
255,3,7,True,NA,b,b,5,18
256,3,7,True,NA,b,b,6,18
257,3,7,True,NA,b,b,7,18
258,3,7,True,NA,b,b,8,18
259,3,7,True,NA,b,b,9,18
260,3,7,True,NA,b,b,10,18
261,3,7,False,Match_First_Digit_False_Task,a,b,11,10
262,3,7,True,NA,b,b,12,18
263,3,7,True,NA,b,b,13,18
264,3,7,True,NA,b,b,14,18
265,3,7,False,Match_First_Digit_False_Task,a,b,15,10
266,3,7,False,Match_First_Digit_False_Task,a,b,16,10
267,3,7,False,Match_First_Digit_False_Task,a,b,17,10
268,3,7,False,Match_First_Digit_False_Task,a,b,18,10
269,3,7,False,Match_First_Digit_False_Task,a,b,19,10
270,3,7,True,NA,b,b,20,18
271,3,7,False,Match_First_Digit_False_Task,c,b,21,18
272,3,7,False,Match_First_Digit_False_Task,c,b,22,18
273,3,7,False,Match_First_Digit_False_Task,c,b,23,18
274,3,7,False,Match_First_Digit_False_Task,c,b,24,18
275,3,7,False,Match_First_Digit_False_Task,c,b,25,18
276,3,7,False,Match_First_Digit_False_Task,c,b,26,18
277,3,7,False,Match_First_Digit_False_Task,c,b,27,18
278,3,7,False,Match_First_Digit_False_Task,c,b,28,18
279,3,7,False,Match_First_Digit_False_Task,c,b,29,18
280,3,7,True,NA,b,b,30,18
281,3,7,False,Match_Last_Digit_False_Task,a,b,31,10
282,3,7,True,NA,b,b,32,18
283,3,7,True,NA,b,b,33,18
284,3,7,True,NA,b,b,34,18
285,3,7,True,NA,b,b,35,18
286,3,7,True,NA,b,b,36,18
287,3,7,True,NA,b,b,37,18
288,3,7,True,NA,b,b,38,18
289,3,7,True,NA,b,b,39,18
290,3,7,True,NA,b,b,40,18
291,3,7,True,NA,b,b,41,18
292,3,7,True,NA,b,b,42,18
293,3,7,True,NA,b,b,43,18
294,3,7,True,NA,b,b,44,18
295,3,7,True,NA,b,b,45,18
296,3,7,True,NA,b,b,46,18
297,3,7,True,NA,b,b,47,18
298,3,7,True,NA,b,b,48,18
299,3,7,False,Neither_False_Task,a,b,49,10
300,3,8,True,NA,b,b,0,15
301,3,8,True,NA,a,a,1,10
302,3,8,True,NA,c,c,2,18
303,3,8,True,NA,d,d,3,17
304,3,8,True,NA,d,d,4,17
305,3,8,True,NA,d,d,5,17
306,3,8,True,NA,d,d,6,17
307,3,8,True,NA,d,d,7,17
308,3,8,True,NA,d,d,8,17
309,3,8,True,NA,d,d,9,17
310,3,8,True,NA,d,d,10,17
311,3,8,True,NA,d,d,11,18
312,3,8,True,NA,d,d,12,18
313,3,8,True,NA,d,d,13,18
314,3,8,True,NA,d,d,14,12
315,3,8,True,NA,d,d,15,18
316,3,8,False,Match_First_Digit_False_Task,a,d,16,10
317,3,8,True,NA,d,d,17,18
318,3,8,False,Match_First_Digit_False_Task,a,d,18,10
319,3,8,False,Match_First_Digit_False_Task,a,d,19,10
320,3,8,True,NA,d,d,20,12
321,3,8,True,NA,d,d,21,17
322,3,8,True,NA,d,d,22,17
323,3,8,True,NA,d,d,23,12
324,3,8,True,NA,d,d,24,12
325,3,8,True,NA,d,d,25,17
326,3,8,True,NA,d,d,26,17
327,3,8,True,NA,d,d,27,17
328,3,8,False,Match_First_Digit_False_Task,c,d,28,18
329,3,8,True,NA,d,d,29,18
330,3,8,True,NA,d,d,30,17
331,3,8,True,NA,d,d,31,17
332,3,8,True,NA,d,d,32,17
333,3,8,True,NA,d,d,33,17
334,3,8,True,NA,d,d,34,17
335,3,8,True,NA,d,d,35,17
336,3,8,True,NA,d,d,36,17
337,3,8,True,NA,d,d,37,17
338,3,8,True,NA,d,d,38,17
339,3,8,True,NA,d,d,39,17
340,3,8,True,NA,d,d,40,17
341,3,8,True,NA,d,d,41,17
342,3,8,True,NA,d,d,42,17
343,3,8,True,NA,d,d,43,17
344,3,8,True,NA,d,d,44,17
345,3,8,True,NA,d,d,45,17
346,3,8,True,NA,d,d,46,17
347,3,8,True,NA,d,d,47,17
348,3,8,True,NA,d,d,48,17
349,3,8,True,NA,d,d,49,17
350,3,9,True,NA,c,c,0,18
351,3,9,True,NA,b,b,1,15
352,3,9,True,NA,a,a,2,10
353,3,9,True,NA,d,d,3,17
354,3,9,True,NA,d,d,4,12
355,3,9,True,NA,d,d,5,17
356,3,9,True,NA,d,d,6,17
357,3,9,True,NA,d,d,7,17
358,3,9,True,NA,d,d,8,17
359,3,9,True,NA,d,d,9,17
360,3,9,True,NA,d,d,10,17
361,3,9,True,NA,d,d,11,17
362,3,9,True,NA,d,d,12,18
363,3,9,True,NA,d,d,13,17
364,3,9,True,NA,d,d,14,17
365,3,9,True,NA,d,d,15,18
366,3,9,True,NA,d,d,16,17
367,3,9,True,NA,d,d,17,18
368,3,9,True,NA,d,d,18,17
369,3,9,True,NA,d,d,19,18
370,3,9,False,Match_First_Digit_False_Task,a,d,20,10
371,3,9,False,Match_First_Digit_False_Task,a,d,21,10
372,3,9,False,Match_First_Digit_False_Task,a,d,22,10
373,3,9,False,Match_First_Digit_False_Task,a,d,23,10
374,3,9,False,Match_First_Digit_False_Task,a,d,24,10
375,3,9,False,Match_First_Digit_False_Task,a,d,25,10
376,3,9,False,Match_First_Digit_False_Task,a,d,26,10
377,3,9,False,Match_First_Digit_False_Task,a,d,27,10
378,3,9,False,Match_First_Digit_False_Task,a,d,28,10
379,3,9,False,Match_First_Digit_False_Task,a,d,29,10
380,3,9,True,NA,d,d,30,17
381,3,9,True,NA,d,d,31,17
382,3,9,True,NA,d,d,32,17
383,3,9,True,NA,d,d,33,17
384,3,9,True,NA,d,d,34,17
385,3,9,True,NA,d,d,35,17
386,3,9,True,NA,d,d,36,17
387,3,9,True,NA,d,d,37,17
388,3,9,True,NA,d,d,38,17
389,3,9,True,NA,d,d,39,17
390,3,9,True,NA,d,d,40,17
391,3,9,True,NA,d,d,41,17
392,3,9,True,NA,d,d,42,17
393,3,9,True,NA,d,d,43,17
394,3,9,True,NA,d,d,44,17
395,3,9,True,NA,d,d,45,17
396,3,9,True,NA,d,d,46,17
397,3,9,True,NA,d,d,47,17
398,3,9,True,NA,d,d,48,17
399,3,9,True,NA,d,d,49,17
400,3,10,True,NA,c,c,0,18
401,3,10,True,NA,a,a,1,10
402,3,10,True,NA,d,d,2,13
403,3,10,True,NA,b,b,3,18
404,3,10,True,NA,b,b,4,18
405,3,10,True,NA,b,b,5,18
406,3,10,True,NA,b,b,6,18
407,3,10,True,NA,b,b,7,18
408,3,10,True,NA,b,b,8,18
409,3,10,True,NA,b,b,9,18
410,3,10,True,NA,b,b,10,18
411,3,10,True,NA,b,b,11,18
412,3,10,True,NA,b,b,12,18
413,3,10,True,NA,b,b,13,18
414,3,10,True,NA,b,b,14,18
415,3,10,True,NA,b,b,15,18
416,3,10,False,Neither_False_Task,d,b,16,17
417,3,10,True,NA,b,b,17,18
418,3,10,True,NA,b,b,18,18
419,3,10,True,NA,b,b,19,18
420,3,10,False,Match_First_Digit_False_Task,d,b,20,12
421,3,10,False,Match_First_Digit_False_Task,d,b,21,12
422,3,10,False,Match_First_Digit_False_Task,d,b,22,12
423,3,10,True,NA,b,b,23,18
424,3,10,False,Match_First_Digit_False_Task,d,b,24,12
425,3,10,False,Match_First_Digit_False_Task,d,b,25,12
426,3,10,False,Match_First_Digit_False_Task,d,b,26,16
427,3,10,False,Match_First_Digit_False_Task,d,b,27,12
428,3,10,False,Match_First_Digit_False_Task,d,b,28,12
429,3,10,False,Match_First_Digit_False_Task,d,b,29,12
430,3,10,True,NA,b,b,30,18
431,3,10,True,NA,b,b,31,18
432,3,10,True,NA,b,b,32,18
433,3,10,True,NA,b,b,33,18
434,3,10,True,NA,b,b,34,18
435,3,10,True,NA,b,b,35,18
436,3,10,True,NA,b,b,36,18
437,3,10,True,NA,b,b,37,18
438,3,10,True,NA,b,b,38,18
439,3,10,True,NA,b,b,39,18
440,3,10,True,NA,b,b,40,18
441,3,10,True,NA,b,b,41,18
442,3,10,True,NA,b,b,42,18
443,3,10,True,NA,b,b,43,18
444,3,10,True,NA,b,b,44,18
445,3,10,True,NA,b,b,45,18
446,3,10,True,NA,b,b,46,18
447,3,10,True,NA,b,b,47,18
448,3,10,True,NA,b,b,48,18
449,3,10,True,NA,b,b,49,18
450,3,11,True,NA,d,d,0,12
451,3,11,True,NA,b,b,1,15
452,3,11,True,NA,a,a,2,10
453,3,11,True,NA,c,c,3,18
454,3,11,True,NA,c,c,4,18
455,3,11,True,NA,c,c,5,18
456,3,11,True,NA,c,c,6,18
457,3,11,True,NA,c,c,7,18
458,3,11,True,NA,c,c,8,18
459,3,11,True,NA,c,c,9,18
460,3,11,True,NA,c,c,10,18
461,3,11,True,NA,c,c,11,18
462,3,11,True,NA,c,c,12,18
463,3,11,True,NA,c,c,13,18
464,3,11,True,NA,c,c,14,18
465,3,11,True,NA,c,c,15,18
466,3,11,False,Match_First_Digit_False_Task,b,c,16,18
467,3,11,True,NA,c,c,17,18
468,3,11,True,NA,c,c,18,18
469,3,11,True,NA,c,c,19,18
470,3,11,False,Match_First_Digit_False_Task,a,c,20,10
471,3,11,False,Match_First_Digit_False_Task,a,c,21,10
472,3,11,False,Match_First_Digit_False_Task,a,c,22,10
473,3,11,False,Match_First_Digit_False_Task,a,c,23,10
474,3,11,False,Match_First_Digit_False_Task,a,c,24,10
475,3,11,False,Match_First_Digit_False_Task,a,c,25,10
476,3,11,False,Match_First_Digit_False_Task,a,c,26,10
477,3,11,False,Match_First_Digit_False_Task,a,c,27,10
478,3,11,False,Match_First_Digit_False_Task,a,c,28,10
479,3,11,False,Match_First_Digit_False_Task,a,c,29,10
480,3,11,True,NA,c,c,30,18
481,3,11,True,NA,c,c,31,18
482,3,11,True,NA,c,c,32,18
483,3,11,True,NA,c,c,33,18
484,3,11,True,NA,c,c,34,18
485,3,11,True,NA,c,c,35,18
486,3,11,True,NA,c,c,36,18
487,3,11,True,NA,c,c,37,18
488,3,11,True,NA,c,c,38,18
489,3,11,True,NA,c,c,39,18
490,3,11,True,NA,c,c,40,18
491,3,11,True,NA,c,c,41,18
492,3,11,True,NA,c,c,42,18
493,3,11,True,NA,c,c,43,18
494,3,11,True,NA,c,c,44,18
495,3,11,True,NA,c,c,45,18
496,3,11,True,NA,c,c,46,18
497,3,11,True,NA,c,c,47,18
498,3,11,True,NA,c,c,48,18
499,3,11,True,NA,c,c,49,18
500,3,12,True,NA,a,a,0,10
501,3,12,True,NA,b,b,1,18
502,3,12,True,NA,d,d,2,14
503,3,12,True,NA,c,c,3,18
504,3,12,True,NA,c,c,4,18
505,3,12,True,NA,c,c,5,18
506,3,12,True,NA,c,c,6,18
507,3,12,True,NA,c,c,7,18
508,3,12,True,NA,c,c,8,18
509,3,12,True,NA,c,c,9,18
510,3,12,True,NA,c,c,10,18
511,3,12,True,NA,c,c,11,18
512,3,12,True,NA,c,c,12,18
513,3,12,True,NA,c,c,13,18
514,3,12,True,NA,c,c,14,18
515,3,12,True,NA,c,c,15,18
516,3,12,False,Neither_False_Task,d,c,16,17
517,3,12,True,NA,c,c,17,18
518,3,12,True,NA,c,c,18,18
519,3,12,True,NA,c,c,19,18
520,3,12,False,Match_First_Digit_False_Task,d,c,20,12
521,3,12,False,Match_First_Digit_False_Task,d,c,21,12
522,3,12,False,Match_First_Digit_False_Task,d,c,22,12
523,3,12,False,Match_First_Digit_False_Task,d,c,23,12
524,3,12,False,Match_First_Digit_False_Task,d,c,24,12
525,3,12,False,Match_First_Digit_False_Task,d,c,25,12
526,3,12,False,Match_First_Digit_False_Task,d,c,26,17
527,3,12,False,Match_First_Digit_False_Task,d,c,27,12
528,3,12,False,Match_First_Digit_False_Task,d,c,28,12
529,3,12,False,Match_First_Digit_False_Task,d,c,29,12
530,3,12,True,NA,c,c,30,18
531,3,12,True,NA,c,c,31,18
532,3,12,True,NA,c,c,32,18
533,3,12,True,NA,c,c,33,18
534,3,12,True,NA,c,c,34,18
535,3,12,True,NA,c,c,35,18
536,3,12,True,NA,c,c,36,18
537,3,12,True,NA,c,c,37,18
538,3,12,True,NA,c,c,38,18
539,3,12,True,NA,c,c,39,18
540,3,12,True,NA,c,c,40,18
541,3,12,True,NA,c,c,41,18
542,3,12,True,NA,c,c,42,18
543,3,12,True,NA,c,c,43,18
544,3,12,True,NA,c,c,44,18
545,3,12,True,NA,c,c,45,18
546,3,12,True,NA,c,c,46,18
547,3,12,True,NA,c,c,47,18
548,3,12,True,NA,c,c,48,18
549,3,12,True,NA,c,c,49,18
550,3,13,True,NA,a,a,0,10
551,3,13,True,NA,b,b,1,15
552,3,13,True,NA,c,c,2,18
553,3,13,True,NA,d,d,3,17
554,3,13,True,NA,d,d,4,12
555,3,13,True,NA,d,d,5,17
556,3,13,True,NA,d,d,6,17
557,3,13,True,NA,d,d,7,17
558,3,13,True,NA,d,d,8,17
559,3,13,True,NA,d,d,9,17
560,3,13,True,NA,d,d,10,17
561,3,13,True,NA,d,d,11,18
562,3,13,True,NA,d,d,12,18
563,3,13,True,NA,d,d,13,18
564,3,13,True,NA,d,d,14,12
565,3,13,True,NA,d,d,15,18
566,3,13,True,NA,d,d,16,17
567,3,13,True,NA,d,d,17,18
568,3,13,True,NA,d,d,18,18
569,3,13,True,NA,d,d,19,18
570,3,13,True,NA,d,d,20,12
571,3,13,True,NA,d,d,21,18
572,3,13,True,NA,d,d,22,12
573,3,13,True,NA,d,d,23,12
574,3,13,True,NA,d,d,24,12
575,3,13,True,NA,d,d,25,17
576,3,13,False,Match_First_Digit_False_Task,c,d,26,18
577,3,13,True,NA,d,d,27,17
578,3,13,False,Match_First_Digit_False_Task,c,d,28,18
579,3,13,True,NA,d,d,29,18
580,3,13,True,NA,d,d,30,17
581,3,13,True,NA,d,d,31,17
582,3,13,True,NA,d,d,32,17
583,3,13,True,NA,d,d,33,17
584,3,13,True,NA,d,d,34,17
585,3,13,True,NA,d,d,35,17
586,3,13,True,NA,d,d,36,17
587,3,13,True,NA,d,d,37,17
588,3,13,True,NA,d,d,38,17
589,3,13,True,NA,d,d,39,17
590,3,13,True,NA,d,d,40,17
591,3,13,True,NA,d,d,41,17
592,3,13,True,NA,d,d,42,17
593,3,13,True,NA,d,d,43,17
594,3,13,True,NA,d,d,44,17
595,3,13,True,NA,d,d,45,17
596,3,13,True,NA,d,d,46,17
597,3,13,True,NA,d,d,47,17
598,3,13,True,NA,d,d,48,17
599,3,13,True,NA,d,d,49,17
600,3,14,True,NA,c,c,0,18
601,3,14,True,NA,a,a,1,10
602,3,14,True,NA,b,b,2,18
603,3,14,True,NA,d,d,3,12
604,3,14,True,NA,d,d,4,12
605,3,14,True,NA,d,d,5,17
606,3,14,True,NA,d,d,6,17
607,3,14,True,NA,d,d,7,17
608,3,14,True,NA,d,d,8,17
609,3,14,True,NA,d,d,9,17
610,3,14,True,NA,d,d,10,12
611,3,14,True,NA,d,d,11,17
612,3,14,True,NA,d,d,12,12
613,3,14,True,NA,d,d,13,12
614,3,14,True,NA,d,d,14,12
615,3,14,True,NA,d,d,15,17
616,3,14,True,NA,d,d,16,17
617,3,14,True,NA,d,d,17,18
618,3,14,True,NA,d,d,18,17
619,3,14,True,NA,d,d,19,18
620,3,14,True,NA,d,d,20,12
621,3,14,True,NA,d,d,21,12
622,3,14,True,NA,d,d,22,12
623,3,14,True,NA,d,d,23,12
624,3,14,True,NA,d,d,24,12
625,3,14,True,NA,d,d,25,17
626,3,14,True,NA,d,d,26,17
627,3,14,True,NA,d,d,27,12
628,3,14,False,Match_First_Digit_False_Task,b,d,28,18
629,3,14,True,NA,d,d,29,17
630,3,14,True,NA,d,d,30,12
631,3,14,True,NA,d,d,31,17
632,3,14,True,NA,d,d,32,17
633,3,14,True,NA,d,d,33,17
634,3,14,True,NA,d,d,34,12
635,3,14,True,NA,d,d,35,17
636,3,14,True,NA,d,d,36,17
637,3,14,True,NA,d,d,37,17
638,3,14,True,NA,d,d,38,17
639,3,14,True,NA,d,d,39,17
640,3,14,True,NA,d,d,40,12
641,3,14,True,NA,d,d,41,17
642,3,14,True,NA,d,d,42,17
643,3,14,True,NA,d,d,43,12
644,3,14,True,NA,d,d,44,17
645,3,14,True,NA,d,d,45,17
646,3,14,True,NA,d,d,46,17
647,3,14,True,NA,d,d,47,17
648,3,14,True,NA,d,d,48,17
649,3,14,True,NA,d,d,49,17
650,3,15,True,NA,b,b,0,15
651,3,15,True,NA,c,c,1,18
652,3,15,True,NA,a,a,2,10
653,3,15,True,NA,d,d,3,17
654,3,15,True,NA,d,d,4,17
655,3,15,True,NA,d,d,5,17
656,3,15,True,NA,d,d,6,17
657,3,15,True,NA,d,d,7,17
658,3,15,True,NA,d,d,8,17
659,3,15,True,NA,d,d,9,17
660,3,15,True,NA,d,d,10,12
661,3,15,True,NA,d,d,11,17
662,3,15,True,NA,d,d,12,17
663,3,15,True,NA,d,d,13,17
664,3,15,True,NA,d,d,14,17
665,3,15,True,NA,d,d,15,17
666,3,15,True,NA,d,d,16,17
667,3,15,True,NA,d,d,17,18
668,3,15,True,NA,d,d,18,17
